PlayerId,FirstTournament,LastTournament,CareerLengthYears,TotalUSDPrize,CurrentHandle,CareerStatus,StartYear,EndYear,GameType,FirstTournamentYear,TotalTournaments,LastTournamentYear,GameId,GameName,Top10PctEarningsRatio
26665,2015-12-27,2025-05-11,9.371663244353183,4273479.27,Ame,Ongoing,2015,2025,MOBA,2015,87,2025,231,Dota 2,0.8033510364274775
26666,2015-12-27,2025-05-11,9.371663244353183,1508341.42,Xxs,Ongoing,2015,2025,MOBA,2015,96,2025,231,Dota 2,0.6353220118493826
26896,2016-02-21,2024-10-06,8.624229979466119,678675.0,StelluR,Ongoing,2016,2024,FPS,2016,58,2024,423,Halo 5: Guardians,0.5070130639132526
27134,2016-01-17,2025-04-27,9.27583846680356,1896531.44,MidOne,Ongoing,2016,2025,MOBA,2016,82,2025,231,Dota 2,0.6761209565171324
27359,2015-12-27,2025-05-25,9.409993155373032,546071.69,GarrettG,Ongoing,2015,2025,Sports,2015,173,2025,409,Rocket League,0.5938667433443302
27588,2016-02-07,2025-02-23,9.045859000684462,404878.32,Bwipo,Ongoing,2016,2025,MOBA,2016,37,2025,164,League of Legends,0.5034046906187555
27814,2016-02-20,2025-02-10,8.974674880219029,905759.42,Raven,Ongoing,2016,2025,MOBA,2016,56,2025,231,Dota 2,0.6602152699664996
27839,2016-02-21,2024-10-06,8.624229979466119,520400.0,Deadzone,Ongoing,2016,2024,FPS,2016,53,2024,423,Halo 5: Guardians,0.4521622011640772
28142,2013-12-13,2023-06-28,9.538672142368242,1404636.1,RodjER,Inactive,2013,2023,MOBA,2013,72,2023,231,Dota 2,0.659630285908862
28337,2016-03-20,2024-04-14,8.068446269678303,508531.23,BunnyHoppor,Ongoing,2016,2024,Card Game,2016,69,2024,328,Hearthstone,0.6561883064273678
28343,2016-10-16,2024-01-14,7.24435318275154,378326.22,Op,Ongoing,2016,2024,MOBA,2016,33,2024,231,Dota 2,0.8488726914156498
28489,2016-03-28,2025-01-05,8.774811772758385,437362.77,Brehze,Ongoing,2016,2025,FPS,2016,117,2025,245,Counter-Strike: Global Offensive,0.4875301298268911
28556,2015-04-13,2024-10-20,9.522245037645447,468460.98,Golden,Ongoing,2015,2024,FPS,2015,76,2024,245,Counter-Strike: Global Offensive,0.64992973296909
28734,2016-04-12,2024-12-08,8.657084188911705,596966.58,Ning,Ongoing,2016,2024,MOBA,2016,21,2024,164,League of Legends,0.7286894843214099
28735,2016-04-12,2024-12-08,8.657084188911705,582384.84,Ming,Ongoing,2016,2024,MOBA,2016,27,2024,164,League of Legends,0.2578955682853584
28739,2017-01-15,2024-08-04,7.5509924709103355,1527561.42,Ori,Ongoing,2017,2024,MOBA,2017,76,2024,231,Dota 2,0.6582455386709432
28954,2016-04-16,2024-04-20,8.010951403148528,815773.29,Ruler,Ongoing,2016,2024,MOBA,2016,35,2024,164,League of Legends,0.6146957838567747
29096,2016-04-24,2024-12-08,8.624229979466119,334653.16,Lwx,Ongoing,2016,2024,MOBA,2016,16,2024,164,League of Legends,0.4620614511546113
29427,2016-05-08,2025-01-12,8.681724845995893,345537.33,Chris Wong,Ongoing,2016,2025,Fighting,2016,14,2025,837,Street Fighter 6,0.868165326213481
29449,2016-05-07,2022-04-03,5.905544147843942,387072.72,Mo_aubameyang,Inactive,2016,2022,Sports,2016,33,2022,556,FIFA 19,0.7228349351740793
29627,2016-05-29,2024-04-28,7.915126625598905,390723.24,Xepher,Ongoing,2016,2024,MOBA,2016,50,2024,231,Dota 2,0.7298786512896357
29711,2016-05-26,2024-12-15,8.555783709787816,693647.05,Ethan,Ongoing,2016,2024,FPS,2016,104,2024,245,Counter-Strike: Global Offensive,0.6122142518857354
29787,2016-05-25,2022-10-09,6.373716632443532,336578.0,bloodyface,Inactive,2016,2022,Card Game,2016,52,2022,328,Hearthstone,0.6810973635106585
30347,2016-05-19,2024-09-18,8.334017796030116,486768.64,Victoria,Ongoing,2016,2024,MOBA,2016,50,2024,231,Dota 2,0.8199144698728291
30451,2016-07-03,2022-07-24,6.056125941136208,6024411.96,ana,Inactive,2016,2022,MOBA,2016,26,2022,231,Dota 2,0.8913989814985688
30452,2016-07-08,2024-09-15,8.188911704312115,1535720.98,Monet,Ongoing,2016,2024,MOBA,2016,78,2024,231,Dota 2,0.779675705294575
30573,2016-07-17,2025-05-11,8.815879534565367,1947970.27,Quinn,Ongoing,2016,2025,MOBA,2016,87,2025,231,Dota 2,0.6203472968383401
30622,2016-07-10,2025-05-11,8.83504449007529,438764.0,CeRq,Ongoing,2016,2025,FPS,2016,129,2025,245,Counter-Strike: Global Offensive,0.5258222170581158
30665,2016-07-10,2024-12-15,8.432580424366872,780184.65,flyfly,Ongoing,2016,2024,MOBA,2016,52,2024,231,Dota 2,0.8102738868404431
30684,2015-12-27,2024-12-15,8.969199178644764,1242751.39,Paparazi,Ongoing,2015,2024,MOBA,2015,78,2024,231,Dota 2,0.5542968946701075
30686,2016-07-10,2023-06-05,6.9021218343600275,680524.49,Fade,Inactive,2016,2023,MOBA,2016,50,2023,231,Dota 2,0.6756111193819295
30781,2016-05-21,2025-03-04,8.785763175906913,900796.69,Abed,Ongoing,2016,2025,MOBA,2016,66,2025,231,Dota 2,0.5327022238503119
30782,2016-05-21,2025-03-04,8.785763175906913,1015232.55,Tims,Ongoing,2016,2025,MOBA,2016,74,2025,231,Dota 2,0.6231466869339444
30865,2016-07-31,2025-03-30,8.66255989048597,550135.95,mezii,Ongoing,2016,2025,FPS,2016,72,2025,245,Counter-Strike: Global Offensive,0.6642215596618944
31001,2016-07-31,2025-05-04,8.758384668035593,1259234.31,ZywOo,Ongoing,2016,2025,FPS,2016,125,2025,245,Counter-Strike: Global Offensive,0.5582199040247444
31009,2015-12-04,2024-05-12,8.438056125941136,441410.05,Turbopolsa,Ongoing,2015,2024,Sports,2015,138,2024,409,Rocket League,0.633523818199939
31016,2016-08-20,2023-03-31,6.609171800136893,352776.52,Haru,Inactive,2016,2023,MOBA,2016,15,2023,164,League of Legends,0.8613943772133938
31594,2016-08-22,2025-05-04,8.698151950718685,1661577.41,ropz,Ongoing,2016,2025,FPS,2016,136,2025,245,Counter-Strike: Global Offensive,0.5415035266492177
31870,2016-09-04,2024-08-18,7.953456536618754,1426929.09,Arcitys,Ongoing,2016,2024,FPS,2016,62,2024,490,Call of Duty: WWII,0.6438226040991797
31871,2016-09-04,2023-05-18,6.699520876112252,622473.43,Prestinni,Inactive,2016,2023,FPS,2016,40,2023,490,Call of Duty: WWII,0.6838692309958627
31966,2016-08-30,2024-07-21,7.8904859685147155,550385.15,Gabbi,Ongoing,2016,2024,MOBA,2016,64,2024,231,Dota 2,0.6432562844460703
32223,2016-04-10,2025-03-02,8.892539356605065,585413.45,JKnaps,Ongoing,2016,2025,Sports,2016,159,2025,409,Rocket League,0.6865563360202535
32240,2016-05-14,2024-08-25,8.281998631074606,325021.97,torment,Ongoing,2016,2024,Sports,2016,147,2024,409,Rocket League,0.6952267895731917
32564,2016-01-10,2024-10-06,8.739219712525667,364051.67,MentaL,Ongoing,2016,2024,FPS,2016,97,2024,452,Gears of War 4,0.5369158184539109
32565,2015-04-04,2021-10-07,6.510609171800137,332275.0,Xplosive,Inactive,2015,2021,FPS,2015,103,2021,452,Gears of War 4,0.6498803026585409
32828,2016-10-13,2025-05-18,8.594113620807667,415375.42,yuurih,Ongoing,2016,2025,FPS,2016,123,2025,245,Counter-Strike: Global Offensive,0.3812402977657869
32897,2016-10-16,2025-01-12,8.240930869267626,1830078.33,Simp,Ongoing,2016,2025,FPS,2016,63,2025,711,Call of Duty: Black Ops Cold War,0.5947014023442746
33264,2016-10-31,2025-01-21,8.224503764544833,351469.9,k1to,Ongoing,2016,2025,FPS,2016,154,2025,245,Counter-Strike: Global Offensive,0.49399773087172394
33340,2016-10-09,2024-10-06,7.991786447638604,558875.0,Renegade,Ongoing,2016,2024,FPS,2016,53,2024,423,Halo 5: Guardians,0.5569169079973268
33471,2016-11-06,2025-03-08,8.334017796030116,527996.61,Punk,Ongoing,2016,2025,Fighting,2016,130,2025,642,Street Fighter V: Champion Edition,0.7596155146778886
33555,2016-11-10,2024-10-20,7.942505133470226,330441.37,acoR,Ongoing,2016,2024,FPS,2016,94,2024,245,Counter-Strike: Global Offensive,0.6332553237263789
33561,2016-11-13,2024-05-10,7.488021902806297,2040114.72,Chalice,Ongoing,2016,2024,MOBA,2016,56,2024,231,Dota 2,0.8187737465676737
33679,2016-11-12,2025-05-18,8.511978097193703,641787.63,stavn,Ongoing,2016,2025,FPS,2016,97,2025,245,Counter-Strike: Global Offensive,0.46238036716288844
33782,2016-05-22,2025-05-18,8.988364134154688,340338.55,caiotg1,Ongoing,2016,2025,Sports,2016,97,2025,409,Rocket League,0.8061861313883278
34191,2016-01-30,2025-05-18,9.297741273100616,536502.69,Kaydop,Ongoing,2016,2025,Sports,2016,238,2025,409,Rocket League,0.773669358050823
34362,2016-11-20,2025-03-16,8.317590691307323,926556.68,JackeyLove,Ongoing,2016,2025,MOBA,2016,28,2025,164,League of Legends,0.5050932560635463
34363,2016-11-20,2024-12-08,8.049281314168377,619658.35,Baolan,Ongoing,2016,2024,MOBA,2016,17,2024,164,League of Legends,0.6499262003534593
34366,2015-04-11,2024-09-01,9.39356605065024,867059.42,N9,Ongoing,2015,2024,FPS,2015,58,2024,352,CrossFire,0.4041298758363477
34750,2015-04-11,2024-05-05,9.067761806981519,642838.77,ZQ,Ongoing,2015,2024,FPS,2015,47,2024,352,CrossFire,0.28575205873279186
35077,2016-12-25,2025-05-11,8.375085557837098,757651.06,Jame,Ongoing,2016,2025,FPS,2016,124,2025,245,Counter-Strike: Global Offensive,0.5720904146565675
35121,2016-12-06,2023-11-04,6.910335386721424,423599.69,super,Inactive,2016,2023,FPS,2016,28,2023,426,Overwatch,0.7282209422338738
35378,2017-01-09,2024-08-06,7.572895277207392,504561.82,Buster,Ongoing,2017,2024,FPS,2017,99,2024,245,Counter-Strike: Global Offensive,0.5924781371465471
35525,2017-01-13,2025-05-11,8.323066392881588,386358.16,arT,Ongoing,2017,2025,FPS,2017,125,2025,245,Counter-Strike: Global Offensive,0.40583454578923944
35563,2017-01-21,2021-09-25,4.676249144421629,418250.63,Moth,Inactive,2017,2021,FPS,2017,17,2021,426,Overwatch,0.43147091310751107
35588,2017-01-22,2024-11-09,7.797399041752224,1310650.0,Shotzzy,Ongoing,2017,2024,FPS,2017,81,2024,423,Halo 5: Guardians,0.6785365568319363
35589,2017-01-22,2024-10-06,7.704312114989733,485250.0,Trippy,Ongoing,2017,2024,FPS,2017,58,2024,423,Halo 5: Guardians,0.5564142194744977
35813,2017-01-30,2025-05-18,8.295687885010267,465140.92,HooXi,Ongoing,2017,2025,FPS,2017,72,2025,245,Counter-Strike: Global Offensive,0.6920632674386049
35884,2016-08-06,2024-11-17,8.281998631074606,523861.9,Canadian,Ongoing,2016,2024,FPS,2016,49,2024,439,Rainbow Six Siege,0.5495883533617705
35905,2017-02-05,2024-04-14,7.186858316221766,376083.33,Bosco,Ongoing,2017,2024,FPS,2017,45,2024,439,Rainbow Six Siege,0.6562167906482466
36201,2016-08-08,2025-05-18,8.774811772758385,418284.9,Fairy Peak!,Ongoing,2016,2025,Sports,2016,216,2025,409,Rocket League,0.7644571005114582
36550,2017-01-25,2025-02-10,8.043805612594113,684905.69,Armel,Ongoing,2017,2025,MOBA,2017,66,2025,231,Dota 2,0.6493803098218399
36605,2017-03-05,2024-10-06,7.5893223819301845,475475.0,Lucid,Ongoing,2017,2024,FPS,2017,48,2024,643,Halo Infinite,0.5139231212963449
36617,2017-03-11,2025-01-12,7.841204654346338,1674298.93,Cellium,Ongoing,2017,2025,FPS,2017,75,2025,549,Call of Duty: Black Ops 4,0.6068193674675937
36619,2017-03-11,2024-11-09,7.665982203969883,760147.99,Dashy,Ongoing,2017,2024,FPS,2017,63,2024,549,Call of Duty: Black Ops 4,0.5224897265051867
36750,2016-08-12,2025-05-25,8.78302532511978,497465.62,SquishyMuffinz,Ongoing,2016,2025,Sports,2016,157,2025,409,Rocket League,0.6221831160121257
36883,2017-03-16,2021-09-25,4.528405201916495,417109.58,ChoiHyoBin,Inactive,2017,2021,FPS,2017,18,2021,426,Overwatch,0.4264941050611568
36982,2017-03-23,2025-04-27,8.095824777549623,1153538.54,Boombl4,Ongoing,2017,2025,FPS,2017,94,2025,245,Counter-Strike: Global Offensive,0.7115668318924026
37493,2017-04-08,2022-11-04,5.574264202600959,437819.27,Fleta,Inactive,2017,2022,FPS,2017,24,2022,426,Overwatch,0.6238690653551348
37635,2017-04-09,2022-12-17,5.689253935660506,334811.33,Gesture,Inactive,2017,2022,FPS,2017,16,2022,426,Overwatch,0.4077836087798111
37636,2017-04-09,2023-04-16,6.017796030116359,374144.66,Profit,Inactive,2017,2023,FPS,2017,21,2023,426,Overwatch,0.6404904889340062
37663,2017-04-10,2025-05-04,8.06570841889117,597025.84,Brollan,Ongoing,2017,2025,FPS,2017,110,2025,245,Counter-Strike: Global Offensive,0.42663262580158656
37699,2017-04-14,2025-03-01,7.879534565366187,599936.39,Knight,Ongoing,2017,2025,MOBA,2017,25,2025,164,League of Legends,0.19355024577802113
37953,2017-04-22,2025-05-18,8.071184120465434,501639.57,YEKINDAR,Ongoing,2017,2025,FPS,2017,97,2025,245,Counter-Strike: Global Offensive,0.5812136677606495
38097,2016-09-04,2023-06-18,6.784394250513347,992529.18,Priestahh,Inactive,2016,2023,Battle Royale,2016,60,2023,648,Call of Duty: Warzone,0.6508024983989849
38120,2017-04-20,2024-09-15,7.405886379192334,451558.81,HusKerrs,Ongoing,2017,2024,Battle Royale,2017,140,2024,648,Call of Duty: Warzone,0.46243953429642104
38125,2017-04-20,2023-11-21,6.587268993839836,702825.01,Tfue,Inactive,2017,2023,Battle Royale,2017,91,2023,534,Fortnite,0.7922910589980373
38673,2017-04-21,2024-08-18,7.326488706365503,724097.02,MSdossary7,Ongoing,2017,2024,Sports,2017,38,2024,556,FIFA 19,0.5125167502534143
39166,2017-06-04,2024-06-16,7.0335386721423685,647773.33,TheShy,Ongoing,2017,2024,MOBA,2017,20,2024,164,League of Legends,0.7126920148140253
39426,2017-05-25,2025-04-13,7.885010266940451,411682.26,Matthew,Ongoing,2017,2025,MOBA,2017,74,2025,231,Dota 2,0.6388819599937005
39487,2017-06-19,2022-11-17,5.412731006160164,352116.26,Hunterace,Inactive,2017,2022,Card Game,2017,37,2022,328,Hearthstone,0.7642691826707846
39528,2020-08-29,2024-10-13,4.123203285420945,366855.46,Panda,Ongoing,2020,2024,MOBA,2020,39,2024,231,Dota 2,0.5676606866401605
39608,2017-06-28,2025-05-11,7.868583162217659,613616.63,Qikert,Ongoing,2017,2025,FPS,2017,110,2025,245,Counter-Strike: Global Offensive,0.6214570872695012
39770,2017-05-18,2025-03-16,7.827515400410678,2058860.94,Nine,Ongoing,2017,2025,MOBA,2017,59,2025,231,Dota 2,0.8928384754375603
40009,2017-07-23,2025-02-02,7.531827515400411,907471.09,ImperialHal,Ongoing,2017,2025,Battle Royale,2017,118,2025,566,Apex Legends,0.788820614983653
40041,2017-07-22,2025-02-02,7.534565366187543,440949.78,Sweetdreams,Ongoing,2017,2025,Battle Royale,2017,93,2025,566,Apex Legends,0.6021952885147778
40107,2017-07-29,2022-12-17,5.385352498288843,356076.68,Void,Inactive,2017,2022,FPS,2017,22,2022,426,Overwatch,0.6153135215506083
40247,2017-05-21,2024-10-08,7.383983572895278,407396.56,Kantoraketti,Ongoing,2017,2024,FPS,2017,38,2024,439,Rainbow Six Siege,0.5641915185137459
40250,2016-05-07,2021-06-24,5.130732375085558,374107.39,Pengu,Inactive,2016,2021,FPS,2016,34,2021,439,Rainbow Six Siege,0.6100757452273503
40251,2016-04-24,2020-10-25,4.503764544832307,340115.99,Fabian,Inactive,2016,2020,FPS,2016,26,2020,439,Rainbow Six Siege,0.5829669344856601
40261,2017-07-12,2022-11-04,5.314168377823409,571305.19,Striker,Inactive,2017,2022,FPS,2017,15,2022,426,Overwatch,0.38829233531237783
40347,2016-11-18,2025-05-25,8.514715947980836,584540.38,Chicago,Ongoing,2016,2025,Sports,2016,125,2025,409,Rocket League,0.624178235346344
40762,2017-08-18,2025-02-01,7.457905544147844,851431.49,Nicolas99FC,Ongoing,2017,2025,Sports,2017,54,2025,556,FIFA 19,0.37800453771523496
40798,2017-08-19,2024-12-15,7.323750855578371,553226.34,interz,Ongoing,2017,2024,FPS,2017,71,2024,245,Counter-Strike: Global Offensive,0.5264632554193573
41031,2017-08-24,2024-08-25,7.003422313483915,329613.34,C0M,Ongoing,2017,2024,FPS,2017,17,2024,646,VALORANT,0.6037189084762135
41044,2017-08-24,2024-11-02,7.19233401779603,495638.17,Tian,Ongoing,2017,2024,MOBA,2017,19,2024,164,League of Legends,0.31668591168138044
41209,2017-08-25,2024-12-08,7.2881587953456535,403857.83,BeryL,Ongoing,2017,2024,MOBA,2017,19,2024,164,League of Legends,0.2617516003129881
41267,2013-11-24,2025-05-11,11.460643394934976,2126336.42,miCKE,Ongoing,2013,2025,MOBA,2013,115,2025,231,Dota 2,0.7570635333967796
41289,2017-08-26,2024-04-14,6.633812457221081,475400.0,Geometrics,Ongoing,2017,2024,FPS,2017,41,2024,439,Rainbow Six Siege,0.6625999158603282
41291,2016-05-01,2024-03-10,7.857631759069131,510989.39,Renshiro,Ongoing,2016,2024,FPS,2016,59,2024,439,Rainbow Six Siege,0.6476678836611606
41398,2017-08-27,2025-05-04,7.685147159479809,641390.92,TeSeS,Ongoing,2017,2025,FPS,2017,103,2025,245,Counter-Strike: Global Offensive,0.4925989531104605
41414,2017-09-01,2025-03-16,7.537303216974675,504245.66,Crisp,Ongoing,2017,2025,MOBA,2017,19,2025,164,League of Legends,0.3126258849133316
41740,2017-05-21,2023-11-12,6.477754962354552,388164.31,Kamikaze,Inactive,2017,2023,FPS,2017,31,2023,439,Rainbow Six Siege,0.7883259622996244
41742,2017-05-21,2024-10-06,7.378507871321013,449921.91,Psycho,Ongoing,2017,2024,FPS,2017,39,2024,439,Rainbow Six Siege,0.7001214976429797
41926,2017-03-26,2025-03-08,7.950718685831622,548812.57,MenaRD,Ongoing,2017,2025,Fighting,2017,41,2025,837,Street Fighter 6,0.7800400656108523
42140,2017-09-17,2025-05-11,7.646817248459959,1974694.93,NothingToSay,Ongoing,2017,2025,MOBA,2017,56,2025,231,Dota 2,0.8037132103273422
42890,2017-10-19,2024-12-22,7.175906913073238,353088.93,Sp9rk1e,Ongoing,2017,2024,FPS,2017,21,2024,426,Overwatch,0.6357023058370621
42893,2017-10-19,2024-07-28,6.7734428473648185,499150.22,Fearless,Ongoing,2017,2024,FPS,2017,25,2024,426,Overwatch,0.44950344555628613
42936,2017-10-22,2025-04-27,7.512662559890486,707423.07,Scofield,Ongoing,2017,2025,MOBA,2017,74,2025,231,Dota 2,0.6758774949156813
42941,2017-10-21,2024-12-22,7.170431211498974,388196.41,Shu,Ongoing,2017,2024,FPS,2017,22,2024,792,Overwatch 2,0.391226816876899
43114,2017-10-27,2025-05-18,7.5564681724846,720563.09,sjuush,Ongoing,2017,2025,FPS,2017,104,2025,245,Counter-Strike: Global Offensive,0.5692461971083134
43152,2017-10-31,2023-12-17,6.1273100616016425,407027.65,Bryle,Inactive,2017,2023,MOBA,2017,53,2023,231,Dota 2,0.5552407884170947
43492,2017-11-11,2025-02-02,7.227926078028747,348562.94,dycha,Ongoing,2017,2025,FPS,2017,120,2025,245,Counter-Strike: Global Offensive,0.5425568571534429
43566,2017-09-09,2025-03-08,7.493497604380561,353835.71,Angry Bird,Ongoing,2017,2025,Fighting,2017,29,2025,837,Street Fighter 6,0.6386637212496182
43755,2017-11-18,2023-12-03,6.039698836413415,871858.71,ESTH3R,Inactive,2017,2023,Battle Royale,2017,30,2023,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.8347613296785688
43808,2017-11-19,2023-10-22,5.921971252566735,491755.74,mxey,Inactive,2017,2023,Battle Royale,2017,57,2023,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.6072956427069542
43816,2017-11-19,2024-10-06,6.880219028062971,417991.72,Aitzy,Ongoing,2017,2024,Battle Royale,2017,48,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.6591398743340884
43849,2017-11-19,2024-08-25,6.765229295003422,632268.84,Taemin,Ongoing,2017,2024,Battle Royale,2017,27,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.8480409980979162
43862,2017-11-19,2024-10-06,6.880219028062971,431329.25,fuzzface,Ongoing,2017,2024,Battle Royale,2017,46,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.6519196204172787
44114,2017-11-12,2024-12-15,7.091033538672143,1309787.36,Dy,Ongoing,2017,2024,MOBA,2017,63,2024,231,Dota 2,0.6034799415969445
44128,2017-11-12,2025-02-09,7.24435318275154,717764.82,pyw,Ongoing,2017,2025,MOBA,2017,54,2025,231,Dota 2,0.6418768215524323
44131,2017-12-01,2025-05-19,7.4633812457221085,364836.08,blameF,Ongoing,2017,2025,FPS,2017,96,2025,245,Counter-Strike: Global Offensive,0.43450774779168305
44147,2017-12-02,2025-03-16,7.285420944558521,379382.13,Viper,Ongoing,2017,2025,MOBA,2017,25,2025,164,League of Legends,0.3987503028397733
44388,2017-10-01,2022-01-22,4.309377138945927,380074.42,illias,Inactive,2017,2022,MOBA,2017,21,2022,231,Dota 2,0.8402664055819408
44436,2017-11-30,2025-05-11,7.444216290212183,369055.25,sdy,Ongoing,2017,2025,FPS,2017,101,2025,245,Counter-Strike: Global Offensive,0.498136698279796
44956,2017-12-10,2025-03-30,7.301848049281314,415551.22,torzsi,Ongoing,2017,2025,FPS,2017,79,2025,245,Counter-Strike: Global Offensive,0.49111451896749087
45190,2017-12-17,2025-03-04,7.211498973305955,844446.32,JT-,Ongoing,2017,2025,MOBA,2017,63,2025,231,Dota 2,0.7127035578322085
45192,2017-12-17,2025-03-04,7.211498973305955,1186104.1,Oli,Ongoing,2017,2025,MOBA,2017,70,2025,231,Dota 2,0.7872834457309346
45419,2018-01-07,2024-04-20,6.283367556468172,380467.01,Yagao,Ongoing,2018,2024,MOBA,2018,19,2024,164,League of Legends,0.1459127925397585
45708,2016-02-08,2024-10-08,8.6652977412731,519392.44,Elemzje,Ongoing,2016,2024,FPS,2016,58,2024,439,Rainbow Six Siege,0.6372830535870111
45806,2018-07-08,2024-11-17,6.362765229295003,414508.26,Paluh,Ongoing,2018,2024,FPS,2018,39,2024,439,Rainbow Six Siege,0.369112060535607
45830,2018-01-14,2022-12-18,4.9253935660506505,370815.0,posesi,Inactive,2018,2022,Card Game,2018,49,2022,328,Hearthstone,0.74277541615351
45853,2018-03-04,2024-12-22,6.803559206023272,492471.67,Jeemzz,Ongoing,2018,2024,Battle Royale,2018,72,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.5346652559846282
45855,2018-03-04,2024-12-22,6.803559206023272,353969.63,Ibiza,Ongoing,2018,2024,Battle Royale,2018,57,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.4768958607592808
46659,2010-10-31,2024-08-25,13.817932922655714,353101.06,Bono Huis,Ongoing,2010,2024,Racing,2010,27,2024,526,rFactor 2,0.6084644709482554
46740,2018-01-28,2025-05-18,7.301848049281314,506657.34,iM,Ongoing,2018,2025,FPS,2018,85,2025,245,Counter-Strike: Global Offensive,0.6735737191540919
46805,2018-01-28,2025-02-01,7.011635865845311,672494.8,TekKz,Ongoing,2018,2025,Sports,2018,57,2025,556,FIFA 19,0.3031554975618696
46828,2017-07-15,2024-12-22,7.438740588637919,541784.3,smurf,Ongoing,2017,2024,FPS,2017,25,2024,426,Overwatch,0.6063712830023401
46952,2017-11-04,2024-11-17,7.036276522929501,660125.67,BriD,Ongoing,2017,2024,FPS,2017,52,2024,439,Rainbow Six Siege,0.66747322544206
46968,2017-08-03,2024-11-17,7.2908966461327855,406232.47,ShepparD,Ongoing,2017,2024,FPS,2017,39,2024,439,Rainbow Six Siege,0.4971901846417791
46969,2018-02-18,2024-11-17,6.746064339493498,406061.04,JoyStiCK,Ongoing,2018,2024,FPS,2018,38,2024,439,Rainbow Six Siege,0.4976311263852442
47080,2018-02-25,2022-12-18,4.810403832991102,403446.0,glory,Inactive,2018,2022,Card Game,2018,47,2022,328,Hearthstone,0.8042809850784389
47086,2017-04-22,2025-05-25,8.09034907597536,507045.3,jstn.,Ongoing,2017,2025,Sports,2017,112,2025,409,Rocket League,0.5331070544774821
47289,2018-03-11,2025-02-13,6.929500342231348,357939.4,n0rb3r7,Ongoing,2018,2025,FPS,2018,92,2025,245,Counter-Strike: Global Offensive,0.6236127104628117
47449,2018-03-18,2025-05-11,7.148528405201916,827118.14,DM,Ongoing,2018,2025,MOBA,2018,58,2025,231,Dota 2,0.5673737843453666
47628,2018-03-03,2023-06-05,5.256673511293634,349796.67,Karl,Inactive,2018,2023,MOBA,2018,32,2023,231,Dota 2,0.7132875110515358
47762,2018-03-31,2025-05-18,7.132101300479124,411688.18,kscerato,Ongoing,2018,2025,FPS,2018,108,2025,245,Counter-Strike: Global Offensive,0.34426151205194194
47792,2018-03-29,2025-03-30,7.003422313483915,676568.06,flameZ,Ongoing,2018,2025,FPS,2018,65,2025,245,Counter-Strike: Global Offensive,0.6064435484923059
47803,2018-03-31,2025-02-23,6.9021218343600275,346515.56,Maden,Ongoing,2018,2025,FPS,2018,91,2025,245,Counter-Strike: Global Offensive,0.4985694546637333
48306,2018-03-29,2023-12-08,5.69472963723477,330927.25,Poonage,Inactive,2018,2023,Battle Royale,2018,36,2023,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.8863876034248879
48307,2018-03-29,2024-12-22,6.7351129363449695,329700.29,Purdy,Ongoing,2018,2024,Battle Royale,2018,57,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.5940917232424069
48322,2018-04-23,2024-08-25,6.3408624229979464,1245451.79,Loki,Ongoing,2018,2024,Battle Royale,2018,47,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.7836924055298142
48581,2018-04-18,2025-01-26,6.776180698151951,669061.73,nafany,Ongoing,2018,2025,FPS,2018,89,2025,245,Counter-Strike: Global Offensive,0.4851356180894441
48798,2018-04-22,2025-03-30,6.937713894592744,764518.33,Spinx,Ongoing,2018,2025,FPS,2018,77,2025,245,Counter-Strike: Global Offensive,0.6150472650452594
48945,2018-04-29,2025-05-18,7.052703627652293,520069.39,FL1T,Ongoing,2018,2025,FPS,2018,108,2025,245,Counter-Strike: Global Offensive,0.48510760142313103
49029,2018-03-31,2021-10-17,3.5482546201232035,325242.42,SANJI,Inactive,2018,2021,FPS,2018,66,2021,245,Counter-Strike: Global Offensive,0.6975506974954616
49036,2018-05-04,2025-04-27,6.981519507186858,683496.95,Ax1Le,Ongoing,2018,2025,FPS,2018,89,2025,245,Counter-Strike: Global Offensive,0.47405600370403517
49358,2018-04-22,2025-03-04,6.86652977412731,348063.38,Fbz,Ongoing,2018,2025,MOBA,2018,60,2025,231,Dota 2,0.542759130189066
49361,2018-04-22,2025-04-27,7.014373716632443,577522.71,Mikoto,Ongoing,2018,2025,MOBA,2018,59,2025,231,Dota 2,0.6958092900837685
49387,2017-11-16,2024-10-13,6.907597535934292,642841.68,K1,Ongoing,2017,2024,MOBA,2017,52,2024,231,Dota 2,0.7183531368836032
49426,2018-05-20,2025-03-04,6.789869952087611,721235.9,Emo,Ongoing,2018,2025,MOBA,2018,53,2025,231,Dota 2,0.7878141393293876
49530,2017-02-04,2025-05-25,8.301163586584531,642852.05,Atomic,Ongoing,2017,2025,Sports,2017,114,2025,409,Rocket League,0.5654933602081016
